1
//Index   Number   StartType   MonsterClass   CurrentState   NextIndex1   NextState1   NextIndex2   NextState2   NextIndex3   NextState3   RequireIndex   RequireGroup   RequireState   RequireMinLevel   RequireMaxLevel   RequireMinReset   RequireMaxReset   RequireFamily   RequireDoW   RequireCooldown   DW   DK   FE   MG   DL   SU
//Index   Number   StartType   MonsterClass   CurrentState   NextIndex1   NextState1   NextIndex2   NextState2   NextIndex3   NextState3   RequireIndex   RequireGroup   RequireState   RequireMinLevel   RequireMaxLevel   RequireMinReset   RequireMaxReset   RequireFamily   RequireDoW   RequireCooldown   DW   DK   FE   MG   DL   SU
0         0        0           257            0              0            0            *            *            *            *            *              *              *              260               289               *                 *                 *               *            *                 1    1    1    1    1    1
0         0        0           257            0              2            1            1            2            *            *            0              19             0              260               289               *                 *                 *               *            *                 1    1    1    1    1    1
0         0        0           257            0              2            1            1            2            *            *            0              19             4              260               289               *                 *                 *               *            *                 1    1    1    1    1    1
1         0        0           257            2              *            *            *            *            *            *            1              19             2              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
1         0        0           257            2              *            *            *            *            *            *            1              19             4              260               289               *                 *                 *               *            *                 1    1    1    1    1    1
2         0        0           257            1              *            *            *            *            *            *            2              19             1              *                 *                 *                 *                 *               *            *                 1    1    1    1    1    1
2         0        0           257            1              *            *            *            *            *            *            2              19             4              260               289               *                 *                 *               *            *                 1    1    1    1    1    1
3         1        0           257            0              3            0            *            *            *            *            2              19             3              260               289               *                 *                 *               0            *                 1    1    1    1    1    1
3         1        0           257            0              5            1            4            2            *            *            3              19             0              260               289               *                 *                 *               0            *                 1    1    1    1    1    1
3         1        0           257            0              5            1            4            2            *            *            3              19             4              260               289               *                 *                 *               0            *                 1    1    1    1    1    1
4         1        0           257            2              *            *            *            *            *            *            4              19             2              *                 *                 *                 *                 *               0            *                 1    1    1    1    1    1
4         1        0           257            2              *            *            *            *            *            *            4              19             4              260               289               *                 *                 *               0            *                 1    1    1    1    1    1
5         1        0           257            1              *            *            *            *            *            *            5              19             1              *                 *                 *                 *                 *               0            *                 1    1    1    1    1    1
5         1        0           257            1              *            *            *            *            *            *            5              19             4              260               289               *                 *                 *               0            *                 1    1    1    1    1    1
end
